ปี,เทอม,ระบบ,สถานที่จัดการเรียน,คณะ,สาขา,หลักสูตร,รหัสวิชา,ชื่อวิชา,ตอนเรียน,แผ่นที่,ระดับ,จำนวน
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐประศาสนศาสตร์,รัฐประศาสนศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,M1,55,ปริญญาตรี,4
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,-,การจัดการบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,M1,55,ปริญญาตรี,9
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,ภาษาอังกฤษ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,N1,56,ปริญญาตรี,8
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐประศาสนศาสตร์,รัฐประศาสนศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,N1,56,ปริญญาตรี,5
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,-,การจัดการบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,N1,56,ปริญญาตรี,9
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐประศาสนศาสตร์,รัฐประศาสนศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,N1,57,ปริญญาตรี,13
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,-,การจัดการบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,N1,57,ปริญญาตรี,9
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,-,การจัดการบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,N1,58,ปริญญาตรี,4
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,นิติศาสตร์,นิติศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,O1,59,ปริญญาตรี,2
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,การบัญชี,บัญชีบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,O1,59,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,การบัญชี,บัญชีบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,O1,60,ปริญญาตรี,18
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,นิติศาสตร์,นิติศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,P1,61,ปริญญาตรี,16
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการโรงแรม,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,P1,61,ปริญญาตรี,6
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,นิติศาสตร์,นิติศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,P1,62,ปริญญาตรี,3
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,คอมพิวเตอร์ธุรกิจ,บริหารธุรกิจบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,P1,62,ปริญญาตรี,19
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,คอมพิวเตอร์ธุรกิจ,บริหารธุรกิจบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,P1,63,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,จิตวิทยาอุตสาหกรรมและองค์การ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,Q1,64,ปริญญาตรี,16
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,คอมพิวเตอร์ธุรกิจ,บริหารธุรกิจบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,Q1,64,ปริญญาตรี,6
